Module,Methods,Stable,Partial,Unstable,Any,Vararg,Generic,TcFail,NoFuel,Version,Commit,Message,Date
WGLMakie,906,197,155,66,270,132,69,10,7,"WGLMakie@0.4","ac0429c3","up makie patch version","2021-06-18 14:40:56 +0200"
WGLMakie,906,197,155,66,270,132,69,9,8,"WGLMakie@0.4.1","beb3fcd1","bump backends","2021-06-18 16:03:24 +0200"
WGLMakie,906,197,155,66,270,132,69,10,7,"WGLMakie@0.4.1","14d8ae88","jk/fix gridlayoutbase (#1072)","2021-06-26 22:50:20 +0200"
WGLMakie,906,197,155,66,270,132,69,9,8,"WGLMakie@0.4.2","61a90391","Merge pull request #1070 from JuliaPlots/sd/surface-trans","2021-06-28 12:12:31 +0200"
WGLMakie,906,197,155,66,270,132,69,10,7,"WGLMakie@0.4.2","1e1bc59b","Merge pull request #1081 from JuliaPlots/sd/limitfixes","2021-06-28 13:35:11 +0200"
WGLMakie,906,197,155,66,270,132,69,9,8,"WGLMakie@0.4.2","486b4663","Add stairs plot (#1086)","2021-07-01 16:25:39 +0200"
WGLMakie,906,197,155,66,270,132,69,10,7,"WGLMakie@0.4.2","385358c5","jk/remove figureposition (#1075)","2021-07-05 16:56:02 +0200"
WGLMakie,906,197,155,66,270,132,69,9,8,"WGLMakie@0.4.2","9f3ee112","remove duplication","2021-07-08 16:14:00 +0200"
WGLMakie,907,197,154,66,272,132,69,10,7,"WGLMakie@0.4.2","3d0be446","Merge pull request #1100 from JuliaPlots/sd/cm-heatmap","2021-07-09 14:09:57 +0200"
WGLMakie,907,197,154,66,272,132,69,9,8,"WGLMakie@0.4.2","1db0a286","Merge pull request #1105 from JuliaPlots/sd/fix-docs","2021-07-09 17:49:05 +0200"
WGLMakie,907,197,154,66,272,132,69,10,7,"WGLMakie@0.4.2","ecd17657","Merge pull request #1066 from JuliaPlots/sd/fix-Colorbar","2021-07-10 13:57:49 +0200"
WGLMakie,907,197,154,66,272,132,69,9,8,"WGLMakie@0.4.2","5ae59b34","Merge pull request #1068 from JuliaPlots/jk/reduce-axis-limits-updates","2021-07-10 14:04:49 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.3","ed312d51","bump minor makie version, patch backend versions, tag news","2021-07-15 16:52:58 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","25daa7f2","Merge pull request #1134 from ffreyer/volumeslices","2021-07-27 12:32:22 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","e791b96e","Merge pull request #1166 from MichaelHatherly/mh/relocatable","2021-07-27 12:33:11 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","4f3edafd","favicon.ico","2021-07-28 22:05:29 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","6afc518c","Merge pull request #1183 from JuliaPlots/sd/fix-surface","2021-07-31 13:57:23 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","5cf56feb","Create CONTRIBUTING.md","2021-07-31 16:11:51 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","6195d2f9","Merge pull request #1190 from JuliaPlots/sd/fix-tests","2021-08-03 13:00:20 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","3d236c68","Merge pull request #1197 from storopoli/patch-1","2021-08-05 18:48:46 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","ae584bee","Merge pull request #1201 from ffreyer/arrows_fix","2021-08-06 11:11:28 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","49ec316a","jk/franklin docs (#1181)","2021-08-09 14:03:23 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","b9a08871","fix typo (#1211)","2021-08-09 22:16:47 +0200"
WGLMakie,928,198,159,65,286,134,69,8,9,"WGLMakie@0.4.4","091c0f97","smarter defaults for tellheight and tellwidth (#1195)","2021-08-16 11:43:27 +0200"
WGLMakie,928,198,159,65,286,134,69,9,8,"WGLMakie@0.4.4","2fcadeed","typo in interfaces.jl (#1232)","2021-08-18 14:53:32 -0400"
WGLMakie,925,198,159,65,283,134,69,9,8,"WGLMakie@0.4.5","a3298c08","bump versions","2021-08-22 00:12:52 +0200"
WGLMakie,925,198,159,65,283,134,69,8,9,"WGLMakie@0.4.5","600bda1a","fix footer spacing (#1251)","2021-08-23 11:36:50 +0200"
WGLMakie,924,198,160,65,282,133,69,8,9,"WGLMakie@0.4.6","52b6bb67","up versions","2021-08-26 14:49:52 +0200"
WGLMakie,924,198,160,65,282,133,69,7,10,"WGLMakie@0.4.6","0b1db455","add lorenz example for front page (#1272)","2021-08-28 15:42:29 +0200"
WGLMakie,924,198,160,65,282,133,69,8,9,"WGLMakie@0.4.6","5d3bd63c","reset theme","2021-09-07 11:08:53 +0200"
WGLMakie,924,198,160,65,282,133,69,7,10,"WGLMakie@0.4.6","135acd49","Add mixed math- and text-mode LaTeX docs example (#1314)","2021-09-19 19:42:49 +1000"
WGLMakie,924,198,160,65,282,133,69,8,9,"WGLMakie@0.4.6","adfa7487","move path up for git","2021-09-22 14:41:09 +0200"
WGLMakie,924,198,160,65,282,133,69,7,10,"WGLMakie@0.4.6","f75e4b51","fix #1071 (#1352)","2021-10-01 17:53:17 +0200"
WGLMakie,924,198,160,65,282,133,69,8,9,"WGLMakie@0.4.6","56259cda","allow using vector of numbers as minor ticks (#1364)","2021-10-07 10:58:10 +0200"
WGLMakie,924,198,160,65,282,133,69,7,10,"WGLMakie@0.4.6","2453ea29","Update field name in docs (#1300)","2021-10-07 05:05:23 -0400"
WGLMakie,924,198,160,65,282,133,69,8,9,"WGLMakie@0.4.6","e2f5d81a","fix labelslidergrid value label column width heuristically (#1384)","2021-10-16 17:15:01 +0200"
WGLMakie,924,198,160,65,282,133,69,7,10,"WGLMakie@0.4.6","95900a4f","Update Project.toml","2021-10-16 21:18:39 +0200"
WGLMakie,925,198,161,65,282,133,69,7,10,"WGLMakie@0.4.7","78820311","Breaking release (#1393)","2021-10-19 23:31:14 +0200"
